,movieName,movieYear,songName,songSinger,songMusic,songLyricist,songLyrics
1242,Tamasha ,2015,Agar Tum Saath Ho,"Arijit Singh, Alka Yagnik",A. R. Rahman,Irshad Kamil,"Pal bhar thehar jaao
Dil ye sambhal jaaye
Kaise tumhe roka karu
Meri taraf aata har gam phisal jaaye
Aakhon mein tumko bharu
Bin bole baaten tumse karu
Agar tum saath ho
Agar tum saath ho

Behti rehti nahar, nadiya si
Teri duniya mein
Meri duniya hai teri chahton mein
Main dhal jaati hu teri adaton mein
Agar tum saath ho

Teri nazro mein hain tere sapne
Tere sapno mein hain naraazi
Mujhe lagta hai ke baatein dil ki
Hoti lafzon ki dhokhebaazi
Tum saath ho ya na ho kya fark hai
Bedard thi zindagi bedard hai
Agar tum saath ho
Agar tum saath ho

Palkein jhapkte hi din ye nikal jaaye
Baithi baithi bhagi phiru
Meri taraf aata har gam phisal jaaye
Aakhon mein tumko bharu
Bin bole baaten tumse karu
Agar tum saath ho
Agar tum saath ho

Teri nazro mein hain tere sapne
Tere sapno mein hain naraazi
Mujhe lagta hai ke baatein dil ki
Hoti lafzon ki dhokhebaazi
Tum saath ho ya na ho kya fark hai
Bedard thi zindagi bedard hai
Agar tum saath ho
Agar tum saath ho

Dil ye sambhal jaaye
Agar tum saath ho
Har gam phisal jaaye
Agar tum saath ho
Dil ye nikal jaaye
Agar tum saath ho
Har gam phisal jaaye
"
1243,Tanu Weds Manu ,2011,Jugni,Mika Singh,Krsna,Rajshekhar,"Chak de!
O Jugni naughty nakhre wali
Jugni naughty hai
O jugni naughty nakhre wali
Saare Pinda di eh paali
Dil vich pyaar bulaa te gaali
Oye phir mereya ho jugni (Chak de!)
Bhai mereya ve jugni
Phir mereya ve jugni aa gayi ve
O sab de dilaan te chha gayi ve 
Aaha aaha!

Ho jugni kardi western dance
Jugni kardi western (Balle!)
Jugni kardi western dance
Gentleman de naal romance
Munde labh de phirde chance
Oye phir mereya o jugni
Bhai mereya ve jugni
Jugni angrezi padh di ae
Naal git-mit billa
Naal git-mit billa kardi ae
Hoop pe, hoop pe

Oye gal sun lai kaka
Gal sun lai kaka (hoop pe)
Tere Rab hi rakha
Hun Rab hi rakha (hoop pe)
Eh taan badi patakha (badi patakha)
Eh lad-di ae, na dardi
Phad ke daang moore kadh di ae (chak de)
O degree college padh di ae
Naal fashion-vashion kardi ae
Naal git-mit billa
Bhene bandeya naal lad-di ae
Aur laal bullet se chadhti ae
Phir mereya o jugni
Bhai mereya ve jugni
Oye tension lai, oye life set hai
Jugni bachiyan di favorite hai

Haaye motor bike dekh khilauna
Enne hawai jahaaj bhi udauna
Heavy vehicle baase laandi
Chaldi bus te eh chad jaandi
Over smart lai eh tedi kheer hai (balle)
Par sach poochho to ae heer hai 
Change lokan naal jud-di ae
Phir ticketaan foreign ud-di ae

Ho jugni vekheya sab sansar
Hulwa hogi je hushiyaar
Labbe final sachcha pyaar
Agge puchh na mere yaar
O phir mereya ve jugni (chak de)
Bhai mereya ve jugni kendi ae
Oye London de vich rehndi ae
O London de vich
O London de vich rehndi ae
O London de vich
O London de vich rehndi ae haaye
"
1244,Tanu Weds Manu Returns ,2015,Old School Girl,Anmol Malik,Krsna Solo,Raj Shekhar,"(Anmol Malik begins the song)
I might be sentimental
But donâ€™t get so judgmental
So what if I am an Old school girl
I am an old school girl - 2 (repeat two times 2)

Darling though we are from different time zones
I still can call you anytime on your telephone
Oh but I really love for your hand written letters
You make smile and say oh baby those days are gone

I like the smell of your palm and your ink
Well letters from you just makes me love your everything
All the sweet nothing donâ€™t write between your lines
My heart can hear that every single time

I might be sentimental
But donâ€™t get so judgmental
So what if I am an old school girl
I am an old school girl
I am an old school girl

I will fight with the world if it comes to
that be your big girl to prove them right
But every time you say goodbye
I swear to god I cry I cry I cry I cry

I cry boy I cry I cry and I cry
When you say goodbye
I swear to god i cry

I might be sentimental
But donâ€™t get so judgmental
Yeah I am just an old school
Old school old school gal

I might be sentimental
But donâ€™t get so judgmental
So what if I am an old school girl
Old school girl I am an old, old school girl
"
1245,Tanu Weds Manu Returns ,2015,Move On,Sunidhi Chauhan,Krsna Solo,Raj Shekhar,"O re piya re
O re piya re kiske saare dard bhare nagme
Ab rap wap sa, roch vock sa bajta rag rag me
Piya Move on, move on, move on, move on
Move on, move on, move on
Oh piya move on, move on, move on, move on
Move on, move on, move on

O re piya re
O re piya re kiske saare dard bhare nagme
Ab rap wap sa, roch vock sa bajta rag rag me
Piya move on, move on, move on, move on
Move on, move on, move on
Oh piya move on, move on, move on, move on
Move on, move on, move on

Move on on on on on on
Move on on on on on on

Phir se kyon koyi begana dhoonde
Phir se kyon ek afsana dhoonde
Dil darbadar khush rehta hai
Dil darbadar khush rehta hai
Phir koyi kyon thikana dhoonde
Phir koyi kyon thikana dhoonde
Piya move on, move on, move on, move on
Move on, move on, move on
Oh piya move on, move on, move on, move on
Move on, move on, move on

Naya jahaan hum jab bhi basayenge
Koyi Khuda bhi hum dhoond ke laayenge
Jo mila nahi koyi us kabil
Jo mila nahi koyi us kabil
Hum khud hi Khuda phir ban jayenge
Hum khud hi Khuda phir ban jayenge
Piya move on, move on, move on, move on
Move on, move on, move on
Oh piya move on, move on, move on, move on
Move on, move on, move on

O re piya re
O re piya re kiske saare dard bhare naghme
Ab rap wap sa, roch vock sa bajta rag rag me
Piya move on, move on, move on, move on
Move on, move on, move on
Oh piya move on, move on, move on, move on
Move on, move on, move on
"
1246,Tanu Weds Manu Returns ,2015,Banno,"Brijesh Shandilya, Swati Sharma",Tanishk,,"Garam hawa di uddi ghubaari
Family di haath naa aa ri
Jugni dugni chamak chingaari
Mansoon se halki bhaari
Warning public me jaari
Aap sambhaalo zimmedaari

Baat-waat kardi aye
Hath wath maardi aye
Baithe kabhi na backseat
Banno tera saddle lage sexy
Banno tera saddle, sexy
Banno tera saddle lage sexy
Banno tera saddle lage sexy
Banno tera saddle, sexy
Banno tera saddle

Good chhatison gold hain tere
Na silver, na copper
Haath lagaa de jis subject pe
Usme nikle topper

Udd jaaye apni hawaa thaam ke
Pankh nikal aaye proper
Bhangde pe ehsaan hai tera
Maan liyaa jo offer
Sune nahin zid kare karaari
Uss par ye hoshiyaari
Jugni dugni dhaar kataari
Aa ri, ja ri samajh ni aa ri
Bhagegi galli me saari
Kar lo jee bharpur taiyyari

Kood phaand kardi aye
Haath chhalaang maardi aye
Dikhdi nahin relaxy
Banno tera saddle lage sexy
Banno tera saddle, sexy
Banno tera saddle lage sexy
Banno tera saddle lage sexy
Banno tera saddle, sexy
Banno tera saddle
"
1247,Tarkieb ,2000,Dupatte Ka Pallu,Richa Sharma,Aadesh Shrivastava,Nida Fazli,"Jawani ka alam bada bekhabar hai
Dupatte ka pallu kidhar ka kidhar hai

Kahin hai chunariya kahin pe kamar hai
Haaye kahin hai chunariya kahin pe kamar hai
Woh thodi idhar hai, woh thodi udhar hai
Arre yeh jidhar hai zamana udhar hai
Zamana udhar hai, zamana udhar hai

Jawani ka alam bada bekhabar hai
Dupatte ka pallu kidhar ka kidhar hai
Dupatte ka pallu kidhar ka kidhar hai
Jawani ka alam bada bekhabar hai
Dupatte ka pallu kidhar ka kidhar hai
Dupatte ka pallu kidhar ka kidhar hai

Sulagti yeh saansein, dhadakti jawani
Haaye sulagti yeh saansein, dhadakti jawani
Jise bhi yeh chhu le use kar de paani
Yeh kaisi kasak hai, yeh kaisi chubhan hai
Haaye yeh kaisi kasak hai, yeh kaisi chubhan hai
Yeh nayi umar hai, yeh nayi lagan hai
Arre yeh jidhar hai zamana udhar hai
Zamana udhar hai, zamana udhar hai

Jawani ka alam bada bekhabar hai
Dupatte ka pallu kidhar ka kidhar hai
Dupatte ka pallu kidhar ka kidhar hai
Jawani ka alam bada bekhabar hai
Dupatte ka pallu kidhar ka kidhar hai
Dupatte ka pallu kidhar ka kidhar hai

Nach le, nach le, nach le
Goriya ang ang se nach le
Arre nach le, nach le, nach le
Goriya ang ang se nach le

Yeh chanchal adaayein, nasheeli nigaahein
Haaye yeh chanchal adaayein, nasheeli nigaahein
Khuleaam chori karein, dil churaayein
Lachakata badan hai, phisalti kamar hai
Lachakata badan hai, phisalti kamar hai
Jawani ka alam par bekhabar hai
Arre yeh jidhar hai zamana udhar hai
Zamana udhar hai, zamana udhar hai

Jawani ka alam bada bekhabar hai
Dupatte ka pallu kidhar ka kidhar hai
Dupatte ka pallu kidhar ka kidhar hai
Jawani ka alam bada bekhabar hai
Dupatte ka pallu kidhar ka kidhar hai
Dupatte ka pallu kidhar ka kidhar hai
"
1248,Tarkieb ,2000,Meri Aankhon Ne Chuna Hai,"Alka Yagnik, Jagjit Singh",Aadesh Shrivastava,Nida Fazli,"Chaand bhi dekha, phool bhi dekha
Baadal, bijli, titli, jugnu
Koi nahin hai aisa
Tera husn hai jaisa
Tera husn hai jaisa

Meri nigahon ne yeh kaisa khwaab dekha hai
Zameen pe chalta hua maahtab dekha hai

Meri aankhon ne chuna hai
Tujhko duniya dekh kar
Meri aankhon ne chuna hai
Tujhko duniya dekh kar
Kiska chehra
Kiska chehra ab main dekhoon
Tera chehra dekh kar
Meri aankhon ne chuna hai
Tujhko duniya dekh kar

Neend bhi dekhi, khwaab bhi dekha
Neend bhi dekhi, khwaab bhi dekha
Choodi, bindiya, darpan, khushbu
Koi nahin hai aisa
Tera pyaar hai jaisa
Haan tera pyaar hai jaisa

Meri aankhon ne chuna hai
Tujhko duniya dekh kar
Meri aankhon ne chuna hai
Tujhko duniya dekh kar
Kiska chehra
Kiska chehra ab main dekhoon
Tera chehra dekh kar
Meri aankhon ne chuna hai
Tujhko duniya dekh kar

Rang bhi dekha, roop bhi dekha
Rang bhi dekha, roop bhi dekha
Rasta, manzil, saahil, mehfil
Koi nahin hai aisa
Tera saath hai jaisa
Ho tera saath hai jaisa
Meri aankhon ne chuna hai
Tujhko duniya dekh kar
Meri aankhon ne chuna hai
Tujhko duniya dekh kar
Kiska chehra
Kiska chehra ab main dekhoon
Tera chehra dekh kar
Meri aankhon ne chuna hai
Tujhko duniya dekh kar

Bahut khoobsurat hain aankhein tumhaari
Bana deejiye inko kismat hamaari
Use aur kya chaahiye zindagi mein
Jise mil gayi hai mohabbat tumhaari
"
1249,Tawaif ,1985,Bahut Der Se Dar Pe Aankhen Lagi Thin,Asha Bhosle,Ravi,Hasan Kamaal,"Bahut der se dar pe aankhein lagi thinHuzoor aate-aate bahut der kar di -2Masihaa mere toone bimaar-e-gam kiDava laate-laate bahut der kar di -2Huzoor aate-aate...Mohabbat ke do bol sunane na paayeVafaaon ke do phool chunane na paayeTujhe bhi hamari tamanna thi zaalimBataate-bataate bahut der kar diHuzoor aate-aate...Koi pal mein dam tod dengi muraadenBikhar jaayengi meri khwaabon ki yaadeinSada sunate-sunate khabar lete-letePata paate-paate bahut der kar diHuzoor aate-aate...
"
1250,Teen Thay Bhai ,2011,Aar Dariya Paar Dariya,Sukhwinder Singh,Sukhwinder Singh,Gulzar,"Aar dariya paar dariya
Beech duawa yaaron ka
Koi to aave koi to pooche
Khair kharaba yaaron ka

Aar dariya paar dariya
Beech duawa yaaron ka
Koi to aave koi to pooche
Khair kharaba yaaron ka

Aar vi yaari, paar vi yaari
Beech mein behti Raavi haye
Raat ko doobe din mein taire
Yaar se kehti Raavi
Ho abhi doob ke milne aaja jug jeeve
Jhooti moothi gale laga ja jug jeeve
Abhi doob ke milne aaja jug jeeve
Jhooti phooti gale laga ja jug jeeve

[Kabhi doob ke aaja haye shava
Kabhi tair ke aaja haye shava] x 2

Baatain saari labon tak aaiyan
Ek bhi kahi gayi na saaiyaan
Dil ne bohot mujhe samjhaaiyan
Tere naam se, ho tere naam se
Yaadein hain virha ki chaaiyan
Maine pakad pakad parchaaiyan
Kaati hain kitni ruswaaiyan
Tere naam se, ho tere naam se

Pyar ka raag chalavo baba
Roothe yaar manaa de
Haye baraf padi hai vaadi vaadi
Phir se hari kara de
Ho sadiyan beeti, munh nahi dekha yaaron ka
Dil ka haal dikha de re baba yaaron ka
Sadiyaan beeti munh nahi dekha yaaron ka
Dil ka haal dikha de o baba yaaron ka

[Kabhi doob ke aaja haye shava
Kabhi tair ke aaja haye shava] x 3
"
1251,Tees Maar Khan ,2010,Sheila Ki Jawani,"Sunidhi Chauhan, Vishal Dadlani",Vishal Shekhar,Anvita Dutt Guptan,"I know you want it but you never gonna get it tere hath kabhi na aniMane na mane koi duniya yeh sari mere ishq ki hai diwaniHey hey i know you want it but you never gonna get it tere hath kabhi na aniMane na mane koi duniya yeh sari mere ishq ki hai diwaniAb dil karta hai haule haule se main toh khud ko gale lagaunKisi aur ki mujhko zarurat kya main toh khud se pyar jataun(what' s my name what' s my name what' s my name)My name is shila shila ki jawaniI' m just sexy for you main tere hath na aniNa na na shila shila ki jawaniI' m just sexy for you main tere hath na aniTake it on take it on take it on take it onSeelly seelly seelly seelly boys o o o (you' re so seelly)Mujhe bolo bolo karte hain o o oHan jab unki taraf dekhun batein haule haule karte hainHai magar beasar mujh par har paintraHaye re aise tarse humko ho gaye sober se reSukhey dil pe megapan ke teri nazariya barse reI know you want it but you never gonna get itTere hath kabhi na aniShila shila ki jawaniI' m just sexy for you main tere hath na aniNa na na shila shila ki jawaniI' m just sexy for you main tere hath na aniPaisa gadi mehnga ghar ani na mainu ki gimme your thatJaibein khali bhadti chal no no i don' t lie like thatChal yahan se nikal tujhe sab la dungaKadmon mein tere lake jag rakh dungaKhwab main kar dunga pure na rahenge adhureYou know i' m going to love you like that whateverHaye re aise tarse humko ho gaye sober se reSukhey dil pe begapan ke teri nazariya barse reI know you want it but you never gonna get itYou never gonna get my bodyI know you want it but you never gonna get itTere hath kabhi na aniMane na mane koi duniya yeh sari tere ishq ki main diwaniAb dil karta hai haule haule se main toh khud ko gale lagaunKisi aur ki mujhko zarurat kya main toh khud se pyar jataun(what' s my name what' s my name what' s my name)My name is shila shila ki jawaniI' m just sexy for you main tere hath na aniO no no shila shila ki jawaniI' m just sexy for you main tere hath na aniShila shila ki jawaniI' m just sexy for you main tere hath na aniAin' t nobody got body like shilaEverybody want body like shilaDrive me crazy coz my name is shilaAin' t nobody got body like shilaEverybody want body like shilaDrive me crazy coz my name is shilaAin' t nobody got body like shila
"
1252,Teesri Kasam ,1967,Sajan Re Jhooth Mat Bolo Khuda Ke Paas Jana Hai,Mukesh,"Shankar, Jaikishan",Shailendra Singh,"Sajan re jhooth mat bolo, khuda ke paas jana haiNa hathi hai na ghodaa hai, wahan paidal hi jana haiTumhare mahal chaubaare, yahin reh jaayenge saare - 2Akad kis baat ki pyareAkad kis baat ki pyare, yeh sar phir bhi jhukana haiSajan re jhooth mat bolo, khuda ke paas jana hai...Bhala kijai bhala hoga, bura kijai bura hoga - 2Bahi likh likh ke kya hogaBahi likh likh ke kya hoga, yahin sab kuchh chukana haiSajan re jhooth mat bolo, khuda ke paas jana hai...Ladakapan khel mein khoya, jawani neend bhar soya - 2Budhaapaa dekh kar royaaBudhaapaa dekh kar royaa, wohi kissa purana haiSajan re jhooth mat bolo, khuda ke paas jana haiNa hathi hai na ghodaa hai, wahan paidal hi jana haiSajan re jhooth mat bolo, khuda ke paas jana hai...
"
1253,Teesri Manzil ,1966,O Mere Sona Re Sona Re Sona Re,Asha Bhosle,R. D. Burman,Majrooh Sultanpuri,"O mere sona re sona re sona reDe doongi jaan juda mat hona re(maine tujhe zara der mein janaHua kusoor khafa mat hona re) - 2O mere sona re sona re sona reO meri baahon se nikalakeTu agar mere raste se hat jaaegaaTo laharaake, ho balakhaakeMera saya tere tan se lipat jaaegaaTum chhudaao lakh daamanChhodate hain kab yeh armaanKi main bhi sath rahoongi rahoge jahanO mere...O miyaan humse na chhipaaoWoh banaavat ki saari adaaen liyeKi tum ispe ho itaraateKi main peechhe hoon sau iltizaaen liyeJee main khush hoon mere sonaJhooth hai kya, sach kaho naKi main bhi sath rahoongi rahoge jahanO mere...O phir humse na ulajhanaaNahin lat aur uljhan mein pad jaaegiO pachhataaogi kuchh aiseKi yeh surakhi labon ki utar jaaegiYeh saza tum bhool na janaPyaar ko thokar mat laganaKi chala jaaungaa phir main na jaane kahanO mere...
"
1254,Tera Kya Hoga Johny ,2011,Teri Parchhaiyan,Ali Azmat,Ali Azmat,Ali Azmat,"Dil ko yun apne jalaate raheSapne bhi hum ko dikhate raheDil ko yun apne jalaate raheSapne bhi hum ko dikhate raheJiya na jaey tumhare binaDil ko kiyun apne jalaate raheBekaraar kar rahi hai, bekaraari barhti hi jaeySunta raha, kuch na kaha, jo dil mein thaDil ko yun apne jalaate raheSapne bhi hum ko dikhate raheTeriyaan, teriyaan main Teri parchhaiyanMeriyaan tanhaiyan hain teri ruswaaiyanTeriyaan, teriyaan main teri parchhaiyanDil ko yun apne jalaate raheBekaraar karne lagi hai, bekaraari barhti hi jaeyKuch na suna, kehta gaya, kehna jo thaTeriyaan, teriyaan main teri parchhaiyanMeriyaan tanhaiyan hain teri ruswaaiyanTeriyaan, teriyaan main teri parchhaiyanDil ko yun apne jalaate raheSapne bhi hum ko dikhate rahe
"
1255,Tere Naam ,2003,Man Basiya O Kanha,Alka Yagnik,Himesh Reshammiya,Sameer,"Man basiya o kanha
Rang rasiya o Kanha
Pawan prabha ki jag ko jagaati
Bhanwre bhi karte hain gunjan
Pankh pasaare udein pakheru
Sindoori sindoori angan
Mangal mangal bela mangal
Saurabh saurabh sara bhroovan
In charnon mein phool chadhaane
Aayi teri Radha Mohan

Man basiya o Kanha
Rang rasiya o Kanha

Main baanwariya sudh budh bhooli
Mujhko laagi teri lagan
Tere dwaare saanjh sakaare
Tera naam jape mera man
Jo hai mera sab hai tera
Tujh pe hai yeh jeevan arpan
In charnon mein phool chadhaane
Aayi teri Radha Mohan

Man basiya o Kanha
Rang rasiya o Kanha
"
1256,Teri Kasam ,1982,Dil Ki Baat Kahin Lab Pe Na Aa Jaaye,Amit Kumar,R. D. Burman,Anand Bakshi,"Dil ki baat kahin lab pe na aa jaayeHanste-hanste aankh kahin na bhar aayeO dil ki baat kahin lab pe na aa jaayeHanste-hanste aankh kahin na bhar aayeYaad rahe, yaad rahe, kyaDil ki baat kahin lab pe na aa jaayeHanste-hanste aankh kahin na bhar aayeO dil ki baat kahin lab pe na aa jaayeHanste-hanste aankh kahin na bhar aaye(chehare pe chehra laga loApni soorat chhupa lo) -2Kaise diwaanon ko koi samjhayeDil ki baat kahin lab pe na aa jaayeHanste-hanste aankh kahin na bhar aayeYaad rahe, yaad rahe, kyaDil ki baat kahin lab pe na aa jaayeHanste-hanste aankh kahin na bhar aaye(jab haal dil ka sunaanaaYeh baat na bhool jaanaa) -2Apne hain gham log paraayeDil ki baat kahin lab pe na aa jaayeHanste-hanste aankh kahin na bhar aayeYaad rahe, yaad rahe, kyaDil ki baat kahin lab pe na aa jaayeHanste-hanste aankh kahin na bhar aaye(dil mein chubhe lakh kaantePatajhar mein bhi phool baante) -2Humne baharon ke hi geet gaayeDil ki baat kahin lab pe na aa jaayeHanste-hanste aankh kahin na bhar aayeYaad rahe, yaad rahe, kyaDil ki baat kahin lab pe na aa jaayeHanste-hanste aankh kahin na bhar aayeO dil ki baat kahin lab pe na aa jaayeHanste-hanste aankh kahin na bhar aaye
"
1257,Tevar ,2015,Joganiya,Shruti Haasan,Sajid-Wajid,Kausar Munir,"Pa li pa li honton pe na jaane kaise
Dhaani dhaani muskuraahaton ke phool
Khilne lage man hi man

Khaari khaari hatheliyo pe jaane kaise
Pyaari pyaari rangreliyon ki dhoop
Sajne lagi tan-badan
Huyi main teri Joganiya, joganiyan
Tu jogi teri joganiya, main joganiyan
Ab chahe mohe rang lagaa
Piya ji mohe ang lagaa
Huyi main teri joganiya, joganiyan
Tu jogi teri joganiya, main joganiyan

Jabse mili baahein teri
Mujhse mili raahein meri

Jabse mili baahein teri
Mujhse mili raahein meri
Chhat pe teri jaag ke
Mujhse mili subahein meri
Ab chahe tu raatein jala
Ab chahe tu raat bujha
Huyi main teri joganiya, joganiyan
Tu jogi teri joganiya, main joganiyan

Neeme neeme nainon mein na jaane kaise
Meethe meethe chahaton ke cheente
Aaj bharne lage man hi man
Teele teele khwaaishon ke jaane kaise
Neeli neeli baarishon ki boondein
Aaj tarne lage tan-badan
Huyi main teri joganiya, joganiyan
Tu jogi teri joganiya, main joganiyan
"
1258,Tevar ,2015,Main Nai Jaana Pardes,Shafqat Amanat Ali,Sajid-Wajid,Kausar Munir,"Na sajna na bhej mujhe Main nai jaana pardes
Na sajna na bhej mujhe main nai jaana pardes
Le ja aaj is angna sajna maan lo apna des ve
Main nai jaana khede aangna
Main nai jaana khede aangna
Main nai jaana khede aangna

Sar se chunar ko kheench ke toone
Kar diya ambar saara
Chhod ke kaise saath sajna ab jaaun main tera
Na bhejna sajna mujhko
Main nai jaana, nai jaana
Nai jaana main nai jaana
Main nai jaana, main nai jaana kede aangna
He nai main jaana kede aangna
Nai main jaana kede aangna

O nai jaana, nai jaana
Ve sajna ve chhad tainu nai jaana ve
Nai jaana, nai jaana
Ve sajna ve chhad tainu nai jaana
Nai jaana, nai jaana
Ve sajna ve chhad tainu nai jaana
Nai jaana, nai jaana ve sajna

Kaandhe tere chhat ab meri
Baahein teri meri chhaon
Ib na koi hor thikana
Dil hai tera mera gaaon
Na bhejna sajna mujhko
Main nai jaana, nai jaana
Nai jaana main nai jaana
Main nai jaana, main nai jaana kede aangna
Nai main jaana kede aangna
Nai main jaana kede aangna

O nai jaana, nai jaana
Ve sajna ve chhad tainu nai jaana ve
Nai jaana, nai jaana
Ve sajna ve chhad tainu nai jaana
Nai jaana, nai jaana
Ve sajna ve chhad tainu nai jaana
Nai jaana, nai jaana ve sajna
"
1259,Tevar ,2015,Lets Celebrate,Imran Khan,Imran Khan,Imran Khan,"Hey listen baby, baby!
I do anything for You man
I'm just joking, joking!
I even go to the moon for you
So tu ho ja meri ready, ready!
No I won't wait anymore
I just wanna party, hard!
Like an animal

I see her dancing
Lagdi outstanding
No love or passion
For you all this was a fashion
Teri blue rang di jeans
To neele color di kameez
Te sadda dil kargi tu freeze
Saanu lagni Dutch police ae

Let's celebrate
Let's celebrate this moment
Moment moment moment
Lets Instagram this
Lets Instagram this moment
Moment moment moment
I just wanna live this moment
Moment moment

All the time
Shake the body
Shake that body
Shake your body
Celebrate
Shake the body
Shake that body
Shake the body

They call me the mood mechanic
Taine fix karaan main automatic, quick
Aaj-kal but wanna be rappers
Afsos di gal I'm the baddest
Je ho gayi tu bechain
Tera ban ja main Superman
Tainu fikar di karna na load

Tu lagni puri vi*gra
Tere moves bade ne kamaal de
Tere lachche warge baal ne
Saade dil nikal gai jaan ve

Let's celebrate
Let's celebrate this moment
Moment moment moment
Lets Instagram, this!
Lets Instagram this moment
Moment moment, moment!
I just wanna live this moment
Moment moment
"
1260,Tevar ,2015,Main To Superman,Wajid,Sajid-Wajid,Kausar Munir,"Ek baat bataa doon aapse
Nai darta kisi ke baap se
Jaa mere naam ke bill phaad le
(Bill phaad le, bill phaad le)
Arre jaa mere naam ke bill phaad
Jo ukhadna ukhad le

Main to superman, Salman ka fan
Jo leve panga kar doon Maa-bhen
Oh main to Superman (Wah Pintal)
Salman ka fan (Wah Pintal)
Jo leve panga kar doon Maa-bhen
(Wah Pintal)

Haye de dana-dan dete hain
Sunke hum nahi lete hain
Hai koyi to hoga apne ghar me woh nawab
Kharcha paani maange jo
Poori khatir karte hain
Khade khade chhutte kar dete hain saare hisaab

Ho seedhi saadi apni asha
Prem pyar ki bolo bhasha
Jaan ke koyi na samjhe to karte hain tamasha
Aaya hoon main parde phaad ke, phaad ke haan!
Aaya hoon main parde phaad ke
Jaaunga jhande gaad ke

Main to Superman, Salman ka fan
Jo leve panga kar doon Maa-bhen
Oh main to Superman (Wah Pintal)
Salman ka fan (Wah Pintal)
Jo leve panga kar doon Maa-bhen
(Wah Pintal)

Main to Superman, Salman ka fan
Jo leve panga kar doon Maa-bhen
(Wah Pintal)
"
1261,Tezz ,2012,Main Hoon Shab - Meri Umar Kat Jaaye,Mohit Chauhan,Sajid-Wajid,"Jalees Sherwani, Shabbir Ahmed","Main hoon shab, tu hai subahIshq main, tu hai jahanMain hoon lab, tu hai duaMain zameen, tu aasmanTum mile, mil gaye do jahanDarmiyan faasla na rahaTere saaye mein, tere saaye meinMeri umra kat jaaye sanamMeri umra kat jaaye sanamTeri bahon main, teri rahon meinTeri bahon main, teri rahon meinMeri umra kat jaaye sanamTere saaye mein, tere saaye meinMeri umra kat jaaye sanamKyun aaj bheegi-bheegi chandni haiChehre pe chaand jaisi roshini haiHo.. kyun aaj bheegi-bheegi chandni haiChehre pe chaand jaisi roshini haiKadmon mein bichh gaya hai aasman bhiTu ruburu hai kuchh bhi na kami haiTum mile mil gaye..Tum mile, mil gaye do jahanDarmiyan faasla na rahaTere saaye mein, tere saaye meinMeri umra kat jaaye sanamTere saaye mein, tere saaye meinMeri umra kat jaaye sanamKhwaabon mein dono doobe sahilon keRaste nazar to aaye manzilon keHo.. khwaabon mein dono doobe sahilon keRaste nazar to aaye manzilon keHasrat rahi na ab to koi baakiPure hue hain armaan do dilon keTum mile mil gaye..Tum mile, mil gaye do jahanDarmiyan faasla na rahaTere saaye mein, tere saaye meinMeri umra kat jaaye sanamTere saaye mein, tere saaye meinMeri umra kat jaaye sanamTeri bahon main, teri rahon meinTeri bahon main, teri rahon meinMeri umra kat jaaye sanamTere saaye mein, tere saaye meinMeri umra kat jaaye sanam
"
1262,Thakshak ,1999,Mujhe Rang De,Asha Bhosle,A. R. Rahman,Sukhwinder Singh,"[Mujhe rang de, rang de
Mujhe rang de, rang de, mujhe rang de] x 2

Mujhe rang de, rang de
Rang de, rang de, mujhe rang de
Rang de, rang de, mujhe rang de

[mujhe rang de, mujhe rang de
Mujhe rang de, rang de, mujhe rang de
Aa rang de, haan rang de
Aa apni preet vich rang de] x 3

Main ban ke savera jaag uthi
Main jaag uthi
Main ban ke savera jaag uthi
Main jaag uthi ji jaag uthi
Main ban ke morni naach uthi
Main naach uthi channa naach uthi
Tere naina, tere naina
Mere naino mein rang de
Aa rang de, haan rang de
Aa apni preet vich rang de

Tere naina, tere naina
Mere naino mein rang de
Aa rang de, aa rang de
Aa apni preet vich rang de

[Rang de, rang de
Rang de, rang de, mujhe rang de] x 4
[rang de, rang de, mujhe rang de rang de
Mujhe rang de rang de, mujhe rang de] x 2
Rang de, rang de
Rang de, rang de, mujhe rang de

Tere sapnon ke aangan mein chham-chham chaloon
Main chaloon, main chaloon tere sang-sang chaloon
Aaja aaja ve aaja tu ban ke hawa
Tere sadke jawaan tere vaare jawaan
Aaja aaja ve aaja tu ban ke hawa
Tere sadke jawaan tere vaare jawaan

[mujhe rang de, mujhe rang de
Mujhe rang de, rang de, mujhe rang de
Aa rang de, haan rang de
Aa apni preet vich rang de] x 2

Rang de.. rang de.. 

Main bhi tanha hoon, tu bhi hai tanha kahin
Main adhoori yahan, tu adhoora kahin
Ek aahat si hoti hai mujhko yahan
Tu kahan hai, kahan hai, kahan hai kahan
Mujhe le chal, tu le chal, tu le chal wahan
Jahan tak aasman, aasman, aasman
Ho mohabbat ki duniya nasheman jahan
Mujhe le chal, tu le chal, tu le chal wahan
Ho mohabbat ki duniya nasheman jahan
Mujhe le chal, tu le chal, tu le chal wahan
[Tu le chal wahan, tu le chal wahan, tu le chal wahan]

[Rang de, rang de
Rang de, rang de, mujhe rang de] x 8
"
